# {"t_start": 1541657710.671645, "env_id": "BreakoutNoFrameskip-v4"} 
r,l,t
4.0,323,13.337338
1.0,193,16.254044
0.0,143,18.498818
1.0,180,21.257233
3.0,236,24.886718
1.0,171,27.565797
0.0,134,29.567362
2.0,208,32.747609
2.0,242,36.325519
2.0,185,39.036455
0.0,128,40.996007
0.0,136,43.022055
0.0,143,45.163517
1.0,178,47.803188
0.0,134,49.813035
1.0,162,52.264409
0.0,141,54.332758
1.0,181,57.006071
0.0,124,58.854594
2.0,230,62.292669
2.0,209,65.450598
0.0,128,67.366359
0.0,144,69.513611
1.0,180,72.177598
0.0,134,74.213011
0.0,140,76.291687
0.0,125,78.122262
1.0,184,80.821676
4.0,257,84.813475
3.0,249,88.668882
3.0,281,92.883413
1.0,179,95.572219
2.0,208,98.682902
3.0,260,102.607394
0.0,126,104.507432
1.0,182,107.234586
3.0,252,111.024216
6.0,405,117.129244
0.0,130,119.10129
0.0,145,121.25163
1.0,173,123.788508
2.0,221,127.133704
5.0,334,132.150884
1.0,191,135.078474
0.0,163,137.508942
2.0,204,140.489075
0.0,139,142.480872
0.0,127,144.389451
1.0,183,147.125187
0.0,131,149.099029
1.0,179,151.74578
0.0,149,153.949381
2.0,214,157.140285
0.0,146,159.330835
5.0,363,164.784548
0.0,141,166.897345
0.0,151,169.181752
4.0,329,174.111249
1.0,181,176.790319
2.0,210,179.934781
1.0,178,182.601068
0.0,161,184.99121
4.0,285,189.250691
0.0,133,191.267984
2.0,217,194.502641
0.0,127,196.384556
0.0,145,198.547766
4.0,297,203.083332
3.0,252,206.973568
5.0,334,211.811323
4.0,283,215.883502
0.0,134,217.804904
0.0,129,220.073675
4.0,310,225.631096
2.0,211,228.995889
6.0,377,234.644938
2.0,203,237.554254
5.0,355,242.760042
2.0,205,246.014627
3.0,266,250.155795
0.0,134,252.054899
0.0,141,254.124728
4.0,301,258.586941
0.0,135,260.616308
3.0,247,264.246541
2.0,217,267.54473
0.0,141,269.954702
0.0,133,272.09721
2.0,208,275.10527
0.0,133,277.037821
8.0,377,283.147849
3.0,253,286.932284
0.0,128,288.832294
0.0,140,290.883685
2.0,203,293.885394
3.0,255,297.646945
2.0,205,300.76791
2.0,198,303.699645
3.0,248,307.516225
0.0,129,309.331949
5.0,337,314.346435
3.0,250,318.261642
0.0,128,320.287847
2.0,238,323.855455
2.0,209,326.987701
2.0,208,330.048856
3.0,254,333.837124
1.0,162,336.266016
3.0,272,340.221657
0.0,132,342.265373
0.0,131,344.205774
3.0,270,348.209901
0.0,132,350.323704
2.0,201,353.569436
2.0,203,356.697355
9.0,407,362.694708
0.0,128,364.527297
5.0,350,369.646907
0.0,134,371.859022
0.0,145,373.872228
0.0,129,375.727266
3.0,248,379.34901
1.0,170,381.905348
11.0,486,388.960664
2.0,199,391.95663
9.0,384,397.685843
0.0,131,399.833863
5.0,344,405.27814
0.0,135,407.479876
2.0,201,410.398349
0.0,130,412.299847
1.0,179,414.895912
0.0,137,416.934052
0.0,129,418.827532
1.0,170,421.267101
1.0,176,423.94743
0.0,126,426.006356
0.0,136,428.155516
2.0,204,431.404429
0.0,133,433.536855
3.0,247,437.712673
0.0,124,439.470728
0.0,131,441.386583
6.0,405,447.284817
0.0,133,449.245669
0.0,129,451.59201
11.0,514,459.261568
0.0,126,467.955738
0.0,126,469.905644
5.0,352,475.244132
3.0,249,479.466873
0.0,126,481.415636
0.0,125,483.370637
3.0,238,486.93899
2.0,184,489.593444
1.0,155,491.912248
2.0,202,494.812568
0.0,125,496.594533
1.0,179,499.209054
0.0,137,501.131432
0.0,126,502.981245
6.0,392,508.663648
2.0,207,511.673084
2.0,209,514.688806
3.0,253,518.915059
1.0,171,521.680988
2.0,201,531.594227
9.0,402,537.835806
0.0,127,539.721608
6.0,403,545.612252
3.0,273,549.603074
5.0,338,554.768189
0.0,127,557.092611
1.0,155,559.56896
8.0,392,565.694055
0.0,134,567.617808
3.0,234,571.117783
3.0,261,575.06181
4.0,278,586.241028
0.0,137,588.303953
3.0,249,591.907752
1.0,157,594.208301
0.0,132,596.141278
2.0,200,599.199805
0.0,136,601.390037
1.0,186,604.203087
1.0,172,613.689482
0.0,139,616.652451
10.0,435,627.091541
3.0,254,634.088444
1.0,183,638.802194
2.0,202,643.557939
6.0,376,652.581835
2.0,206,657.822442
1.0,154,661.509409
3.0,230,667.152211
0.0,127,670.162746
1.0,159,674.016564
7.0,409,683.806335
4.0,316,691.244333
2.0,202,695.914723
4.0,327,703.706014
0.0,136,706.829113
2.0,203,711.650957
0.0,128,714.622342
0.0,139,717.79074
1.0,158,721.462436
1.0,166,725.241418
2.0,191,729.610009
2.0,207,734.389495
1.0,165,738.17272
1.0,158,741.919765
3.0,252,747.886826
2.0,220,752.975622
4.0,297,759.875598
4.0,296,766.785763
5.0,350,774.877234
2.0,198,779.386739
4.0,298,786.212363
3.0,226,791.495483
9.0,403,800.626095
3.0,251,806.543933
4.0,321,813.983573
2.0,200,818.623679
