# {"t_start": 1541657710.5368083, "env_id": "BreakoutNoFrameskip-v4"} 
r,l,t
2.0,185,505.509171
10.0,419,511.557489
5.0,349,516.840489
2.0,202,520.134494
2.0,200,523.418612
4.0,304,535.018479
1.0,152,537.30172
2.0,198,540.198432
9.0,407,546.176315
0.0,135,548.123958
1.0,163,550.495001
0.0,129,552.356078
9.0,424,559.225995
1.0,152,562.040474
4.0,289,566.32737
4.0,279,570.468094
0.0,133,572.436502
3.0,262,576.33186
2.0,210,586.56848
2.0,191,589.46294
0.0,127,591.222735
1.0,170,593.697497
1.0,178,596.325155
5.0,354,601.868124
2.0,185,605.037358
1.0,157,613.914154
0.0,132,616.732475
0.0,125,619.656342
3.0,275,626.251871
2.0,201,631.728606
5.0,354,640.838595
3.0,245,646.551092
4.0,306,654.09409
6.0,408,664.091314
2.0,192,668.863873
0.0,135,672.112501
5.0,354,680.588624
1.0,154,684.227202
5.0,353,692.509787
3.0,270,698.783203
0.0,128,701.885732
1.0,180,706.066251
10.0,456,716.724567
1.0,174,720.779109
4.0,291,727.353062
4.0,306,734.443291
4.0,297,741.373583
1.0,182,745.659051
5.0,351,753.847237
5.0,350,762.014404
0.0,136,765.172955
5.0,353,773.360019
4.0,300,780.216261
5.0,301,787.078657
4.0,322,794.584743
1.0,180,798.712004
0.0,131,801.657341
2.0,207,806.507985
0.0,127,809.466647
1.0,176,813.566649
1.0,185,817.824031
0.0,127,820.865548
7.0,453,831.345729
0.0,131,834.35512
5.0,330,841.960608
5.0,338,849.901085
4.0,315,857.273721
5.0,348,865.245269
5.0,382,874.07555
2.0,200,878.730939
3.0,252,884.652433
13.0,463,895.283308
5.0,355,903.608543
3.0,258,909.701396
3.0,246,915.319615
3.0,257,921.235243
2.0,200,926.238805
2.0,203,931.260269
3.0,218,936.404257
9.0,406,946.598558
2.0,203,951.399381
0.0,126,954.473268
3.0,213,959.474345
1.0,161,963.378721
4.0,312,970.666077
2.0,204,975.406347
1.0,180,979.580115
11.0,503,991.218637
7.0,417,1000.951018
1.0,165,1004.841262
4.0,280,1011.39923
0.0,132,1014.497152
4.0,278,1020.850948
0.0,126,1023.777711
2.0,223,1029.031448
6.0,363,1037.41989
0.0,127,1040.447671
0.0,125,1043.348175
4.0,281,1049.797947
3.0,249,1055.515784
5.0,299,1062.499192
4.0,303,1069.448149
5.0,352,1077.564801
1.0,178,1081.683811
11.0,501,1093.321033
4.0,304,1100.348586
2.0,180,1104.575745
3.0,229,1109.815253
5.0,357,1118.129894
6.0,376,1126.970194
4.0,294,1133.836843
9.0,411,1143.398839
1.0,159,1147.15887
1.0,159,1150.875732
1.0,162,1154.530054
5.0,350,1162.66965
4.0,270,1168.927177
4.0,281,1175.476537
3.0,254,1181.258844
8.0,357,1189.630359
2.0,206,1194.402866
2.0,224,1199.655244
4.0,275,1206.208113
9.0,403,1215.558757
3.0,247,1221.295217
4.0,295,1228.155607
6.0,402,1237.439579
0.0,127,1240.443105
1.0,152,1244.020792
2.0,226,1249.324481
0.0,128,1252.278382
3.0,237,1257.968022
7.0,447,1268.416028
1.0,176,1272.508325
9.0,403,1281.930391
4.0,264,1287.920585
5.0,354,1296.094368
6.0,358,1304.357589
4.0,279,1310.734312
4.0,265,1316.796682
4.0,252,1322.576772
8.0,444,1332.92871
4.0,258,1338.912844
11.0,428,1348.815133
5.0,352,1356.951425
8.0,281,1363.409626
7.0,391,1372.270669
2.0,187,1376.505196
3.0,271,1382.697768
10.0,510,1394.43995
4.0,286,1400.999171
4.0,277,1407.379035
6.0,426,1417.26929
6.0,329,1425.041234
3.0,217,1430.355937
8.0,469,1441.69766
4.0,319,1449.380255
4.0,255,1455.588767
7.0,355,1464.19563
8.0,417,1473.760427
4.0,267,1480.020679
1.0,155,1483.558731
8.0,296,1490.710566
8.0,326,1498.367784
3.0,239,1504.026491
8.0,456,1514.402324
9.0,459,1525.073165
8.0,275,1531.384897
11.0,479,1542.733394
6.0,394,1551.70404
4.0,264,1557.814492
5.0,346,1565.835727
6.0,376,1574.649491
4.0,245,1580.33484
3.0,240,1585.910023
3.0,234,1591.388789
6.0,359,1599.681049
2.0,184,1603.902735
5.0,294,1610.620957
6.0,396,1619.787089
8.0,395,1628.925917
3.0,214,1633.869467
13.0,450,1644.312674
4.0,260,1650.311548
4.0,262,1656.397338
8.0,385,1665.089758
6.0,357,1673.252492
7.0,405,1682.680904
19.0,560,1695.513658
4.0,301,1702.378835
6.0,340,1710.230696
10.0,463,1720.886474
10.0,435,1730.894683
5.0,358,1739.248928
13.0,421,1749.167297
12.0,416,1758.735115
9.0,401,1767.905409
9.0,484,1778.93055
16.0,432,1788.909209
7.0,401,1798.12852
7.0,385,1807.176031
9.0,349,1815.533126
5.0,276,1821.78619
8.0,293,1828.494189
15.0,385,1837.459127
22.0,528,1849.789534
14.0,551,1862.460884
10.0,423,1872.101443
6.0,335,1879.714811
7.0,369,1888.039501
16.0,435,1898.03431
6.0,375,1906.547016
7.0,253,1912.377625
11.0,454,1922.737331
11.0,467,1933.346522
5.0,269,1939.502196
4.0,240,1945.027085
15.0,466,1955.872344
8.0,402,1964.957641
3.0,210,1969.88473
14.0,397,1978.854205
32.0,583,1991.900717
6.0,341,1999.837939
5.0,271,2006.834398
11.0,393,2016.52162
6.0,334,2024.415843
17.0,489,2035.939703
8.0,431,2045.887885
29.0,497,2057.565034
7.0,385,2067.611421
7.0,400,2076.991309
7.0,386,2086.288507
12.0,412,2096.514154
11.0,395,2106.540705
11.0,371,2115.355733
8.0,424,2125.686304
29.0,446,2136.912849
8.0,392,2146.488862
11.0,510,2159.312627
7.0,251,2166.094368
9.0,441,2176.888956
11.0,275,2183.138262
11.0,429,2193.744028
8.0,409,2203.372429
7.0,368,2212.021109
8.0,277,2218.679822
9.0,338,2226.669044
5.0,274,2233.491654
8.0,445,2245.452282
4.0,274,2251.999326
6.0,337,2259.889335
13.0,364,2268.621177
15.0,404,2278.359609
8.0,433,2288.58392
6.0,359,2297.083203
8.0,302,2304.126079
12.0,501,2316.394241
3.0,216,2321.640923
22.0,528,2334.421179
14.0,497,2346.193421
3.0,213,2351.392533
6.0,343,2360.185959
5.0,312,2368.881885
7.0,363,2377.470309
30.0,415,2387.375962
8.0,454,2399.103535
5.0,298,2405.992605
10.0,417,2415.751244
19.0,456,2426.33243
19.0,431,2436.334324
2.0,205,2442.149838
14.0,381,2452.315998
10.0,383,2462.28301
8.0,421,2472.196756
17.0,389,2481.566281
42.0,469,2493.085914
7.0,250,2499.197737
10.0,516,2512.092364
6.0,310,2519.442625
11.0,289,2526.309405
5.0,304,2533.609236
30.0,464,2545.477384
4.0,268,2552.897733
7.0,252,2559.279926
5.0,325,2568.085459
15.0,439,2579.356095
6.0,335,2587.540392
9.0,501,2599.465498
4.0,266,2605.992096
334.0,821,2625.953421
4.0,248,2631.923195
8.0,275,2638.753608
9.0,409,2648.699045
11.0,271,2655.22133
8.0,436,2665.861705
6.0,368,2674.788367
6.0,359,2683.370385
9.0,407,2693.364095
5.0,349,2702.270887
5.0,313,2710.159495
35.0,564,2723.319902
8.0,277,2729.632031
25.0,483,2741.022796
10.0,373,2749.697963
20.0,478,2760.614792
5.0,305,2767.761401
3.0,231,2773.012529
8.0,451,2784.035107
17.0,386,2793.36238
24.0,492,2805.336406
8.0,303,2812.75237
30.0,459,2823.992613
24.0,339,2832.470685
6.0,365,2841.536314
5.0,272,2847.418615
20.0,329,2855.192055
12.0,324,2863.644656
9.0,330,2871.840027
8.0,456,2882.453342
7.0,384,2891.908589
5.0,294,2899.055824
7.0,252,2905.364651
10.0,392,2914.756434
8.0,278,2921.378247
7.0,373,2929.842167
10.0,522,2943.215783
18.0,405,2952.632729
14.0,570,2966.212675
8.0,441,2976.418556
12.0,478,2987.543126
15.0,447,2998.285758
12.0,293,3005.934029
5.0,326,3014.42586
5.0,293,3021.128271
15.0,449,3031.558388
16.0,457,3042.20295
10.0,508,3054.217785
19.0,418,3064.253002
6.0,343,3072.851983
19.0,390,3082.837649
19.0,387,3092.275414
5.0,309,3099.60637
31.0,475,3111.006368
19.0,389,3119.918764
13.0,476,3131.201848
9.0,334,3138.989146
27.0,442,3149.078686
4.0,273,3155.372272
10.0,536,3167.719558
4.0,266,3174.096059
15.0,511,3186.11297
9.0,327,3193.741528
5.0,325,3201.353851
30.0,468,3212.028519
15.0,410,3221.85059
11.0,379,3230.647256
9.0,411,3240.22138
4.0,244,3245.892651
11.0,472,3256.838566
15.0,397,3265.905759
9.0,461,3276.551266
10.0,344,3284.53967
20.0,413,3294.017745
4.0,254,3300.05869
5.0,277,3306.742118
11.0,375,3315.482042
6.0,322,3323.063169
9.0,329,3330.801516
36.0,519,3344.075355
20.0,442,3356.736665
4.0,264,3363.952914
4.0,262,3370.624708
11.0,390,3379.82398
5.0,353,3387.957644
3.0,232,3393.170377
9.0,306,3400.147315
5.0,288,3406.637207
9.0,406,3416.006833
4.0,277,3422.322299
10.0,352,3430.452201
30.0,463,3440.841522
16.0,300,3448.185639
14.0,402,3458.271027
9.0,328,3466.756214
17.0,310,3474.958969
21.0,480,3486.677179
8.0,280,3494.174833
20.0,413,3504.910368
9.0,406,3514.989846
19.0,399,3525.482007
6.0,366,3534.274531
5.0,291,3541.520029
9.0,339,3549.816356
8.0,282,3556.638572
10.0,398,3566.174139
22.0,395,3575.868078
32.0,504,3588.393787
4.0,263,3594.432533
9.0,309,3601.50606
9.0,404,3612.346308
19.0,407,3622.028628
12.0,504,3634.777191
10.0,390,3644.328355
8.0,296,3651.700289
10.0,388,3661.132484
8.0,280,3668.007233
15.0,385,3677.545033
3.0,215,3682.710761
3.0,233,3688.440939
27.0,422,3699.001092
4.0,295,3706.27384
6.0,346,3714.680892
5.0,326,3722.83211
7.0,393,3732.599691
8.0,282,3739.637473
11.0,396,3749.347627
10.0,454,3760.463449
3.0,240,3766.417499
9.0,337,3774.742598
7.0,251,3780.77366
6.0,384,3790.093221
6.0,386,3799.405586
26.0,416,3809.574754
10.0,343,3817.97489
9.0,340,3826.310397
7.0,372,3835.437602
13.0,360,3844.197661
5.0,333,3852.305701
20.0,416,3862.644687
12.0,489,3874.443697
8.0,420,3884.335358
14.0,362,3893.208358
8.0,416,3903.482969
20.0,353,3912.206557
6.0,355,3920.830679
10.0,344,3929.101481
5.0,357,3937.781671
10.0,346,3946.226316
11.0,405,3956.054182
4.0,300,3963.339209
19.0,402,3973.029909
27.0,431,3983.414623
4.0,305,3991.16673
3.0,258,3997.600432
10.0,366,4006.562783
15.0,386,4016.107805
8.0,282,4023.146069
29.0,470,4034.405959
10.0,566,4047.727574
6.0,424,4058.956658
6.0,362,4068.570659
6.0,378,4078.028537
6.0,359,4086.615305
10.0,433,4097.134473
20.0,419,4107.327384
10.0,352,4115.735182
5.0,277,4122.512348
17.0,367,4131.257561
22.0,392,4140.68097
10.0,345,4148.99799
6.0,361,4157.749352
5.0,311,4165.195159
11.0,273,4172.030625
5.0,326,4180.016039
3.0,235,4186.436233
11.0,502,4198.708212
11.0,535,4211.739213
7.0,388,4221.066887
12.0,319,4228.841202
5.0,288,4235.816535
18.0,362,4244.510424
11.0,277,4251.329998
14.0,474,4262.760408
13.0,543,4275.598003
9.0,325,4283.525781
8.0,300,4290.781522
21.0,431,4300.990465
7.0,373,4310.257894
9.0,433,4320.716549
7.0,395,4330.831331
9.0,334,4338.230654
14.0,369,4346.575146
7.0,407,4355.797501
11.0,284,4362.733551
21.0,424,4373.011607
8.0,429,4383.474849
4.0,278,4390.068543
5.0,309,4397.669474
14.0,509,4410.365259
3.0,216,4415.766929
10.0,346,4424.339242
17.0,335,4433.073822
12.0,432,4443.361088
11.0,278,4450.305325
7.0,255,4456.405522
20.0,438,4466.934394
35.0,474,4478.195344
8.0,296,4485.161898
14.0,577,4499.303087
25.0,444,4510.46101
13.0,361,4519.419112
18.0,560,4532.966249
11.0,276,4539.901253
12.0,287,4547.080804
29.0,402,4556.93005
8.0,407,4568.017314
19.0,411,4578.859338
25.0,440,4589.51157
236.0,655,4605.208979
18.0,393,4614.500288
8.0,395,4623.990353
13.0,532,4636.896887
7.0,450,4647.40714
21.0,437,4657.841774
10.0,348,4666.228541
27.0,531,4679.573605
28.0,463,4690.793119
4.0,259,4696.843469
22.0,489,4709.228375
15.0,393,4718.549345
17.0,389,4727.775543
20.0,408,4737.09797
7.0,406,4746.294923
5.0,308,4753.607569
18.0,345,4762.419972
11.0,467,4773.784621
7.0,422,4784.009684
7.0,400,4793.619128
4.0,298,4800.86487
4.0,330,4808.89772
16.0,584,4823.009643
14.0,406,4832.74765
9.0,318,4840.267602
20.0,412,4850.067496
8.0,430,4860.636073
8.0,446,4871.906006
4.0,239,4877.601127
7.0,335,4885.49945
4.0,239,4891.690878
25.0,379,4900.712649
8.0,424,4911.273052
226.0,697,4927.617931
7.0,250,4933.743821
4.0,247,4939.789062
10.0,472,4951.221888
5.0,378,4959.696143
12.0,415,4968.852891
18.0,347,4977.30812
20.0,416,4987.179729
27.0,385,4995.944887
13.0,548,5009.245777
7.0,420,5019.493572
7.0,361,5028.134977
9.0,437,5038.523154
12.0,448,5049.264792
12.0,509,5061.813838
4.0,268,5068.41063
11.0,480,5080.103663
12.0,287,5087.045188
148.0,518,5099.708314
8.0,494,5111.757308
5.0,292,5118.687115
24.0,485,5130.55792
8.0,428,5140.649834
10.0,432,5151.72066
28.0,438,5162.846738
5.0,312,5170.481773
9.0,326,5178.446585
8.0,278,5185.343435
8.0,428,5196.586765
28.0,399,5205.906038
148.0,562,5219.698943
11.0,472,5230.855061
18.0,346,5239.400349
13.0,471,5251.043931
15.0,535,5264.100521
13.0,557,5277.924592
29.0,494,5290.607003
347.0,775,5309.838925
43.0,486,5321.407435
395.0,1022,5345.60216
8.0,429,5356.228867
319.0,806,5376.955636
8.0,283,5383.867227
9.0,338,5391.871947
10.0,365,5400.769309
11.0,273,5407.487946
11.0,463,5418.669441
7.0,395,5428.160063
30.0,456,5439.040704
17.0,315,5446.391865
22.0,666,5462.211688
29.0,492,5473.331834
7.0,271,5479.528318
8.0,277,5485.987461
6.0,387,5494.600924
22.0,482,5505.674101
4.0,242,5511.71949
344.0,852,5532.00228
12.0,323,5539.73508
11.0,484,5551.459018
20.0,417,5561.536763
6.0,325,5569.354179
32.0,512,5581.42189
57.0,484,5592.945408
4.0,299,5600.23916
3.0,227,5605.810872
326.0,741,5623.029623
4.0,246,5628.885605
36.0,496,5640.792765
7.0,341,5648.787338
8.0,399,5658.338028
7.0,424,5668.112724
10.0,369,5676.435508
18.0,402,5685.377526
10.0,371,5693.795071
313.0,700,5709.55738
7.0,387,5718.470666
11.0,378,5726.948606
5.0,271,5733.168855
7.0,371,5741.724268
27.0,399,5750.911699
7.0,245,5756.572202
10.0,358,5764.728312
6.0,345,5772.56006
21.0,500,5783.991759
13.0,492,5795.28481
8.0,426,5804.979973
42.0,468,5816.296391
3.0,277,5822.864864
15.0,421,5832.867232
27.0,416,5842.956372
11.0,408,5853.109515
11.0,286,5860.309173
37.0,429,5870.557703
23.0,471,5882.23638
3.0,226,5887.952471
6.0,397,5897.438629
9.0,385,5906.705298
12.0,322,5912.734552
32.0,455,5920.251011
11.0,488,5928.186661
13.0,535,5936.402738
10.0,432,5943.082554
13.0,371,5948.772259
6.0,326,5953.750072
27.0,431,5960.259753
18.0,372,5965.954023
39.0,530,5974.120982
9.0,446,5980.950099
5.0,329,5985.971061
15.0,444,5993.06145
6.0,341,5998.243917
33.0,504,6006.365439
21.0,432,6012.700051
14.0,447,6019.501523
14.0,551,6027.830634
12.0,306,6032.568695
3.0,230,6036.076386
12.0,424,6042.647646
6.0,326,6047.502384
4.0,245,6051.218088
40.0,424,6057.645813
13.0,483,6064.767187
8.0,423,6070.866051
31.0,514,6078.761918
6.0,375,6084.487029
42.0,431,6090.909866
7.0,370,6096.263908
8.0,304,6100.924009
11.0,439,6107.470317
29.0,461,6115.29331
6.0,395,6121.538112
13.0,456,6128.548784
10.0,374,6134.359925
21.0,379,6140.484818
12.0,491,6148.276551
58.0,695,6158.925567
13.0,311,6163.682757
42.0,468,6170.866239
333.0,723,6182.020256
10.0,411,6188.582915
5.0,323,6193.557554
360.0,822,6206.148417
8.0,423,6212.625209
7.0,418,6219.079213
12.0,286,6223.497168
11.0,385,6229.397452
20.0,391,6235.378579
5.0,317,6240.253681
4.0,263,6244.398159
42.0,476,6252.334141
57.0,523,6260.422284
20.0,431,6267.067847
314.0,729,6278.393413
313.0,664,6289.070253
12.0,461,6296.301536
9.0,443,6303.184868
9.0,380,6309.069253
20.0,435,6315.800643
4.0,275,6320.087124
233.0,563,6328.887595
7.0,248,6332.796278
7.0,255,6336.792301
11.0,277,6340.698403
314.0,716,6351.331943
352.0,923,6366.360605
11.0,407,6372.664265
56.0,470,6380.36158
38.0,473,6388.104366
33.0,388,6394.085182
34.0,400,6400.411564
34.0,430,6407.879245
9.0,311,6412.884148
9.0,405,6418.651706
4.0,260,6422.580664
347.0,767,6434.16935
6.0,304,6438.646567
4.0,278,6442.644293
11.0,273,6446.694668
313.0,667,6456.429693
11.0,410,6462.318995
3.0,216,6465.30981
35.0,464,6471.995265
7.0,423,6478.117454
11.0,550,6486.014221
22.0,462,6492.688898
3.0,234,6496.034125
8.0,293,6500.23733
14.0,362,6505.479268
22.0,379,6510.942137
14.0,419,6516.942595
21.0,462,6523.707412
314.0,722,6534.314381
17.0,432,6540.739885
8.0,468,6547.438834
17.0,508,6555.028531
313.0,697,6565.216561
347.0,782,6576.649837
8.0,454,6583.261819
12.0,302,6587.525904
7.0,347,6592.456955
7.0,408,6598.542868
17.0,575,6606.753276
7.0,347,6611.993054
30.0,419,6618.217074
229.0,673,6627.915253
6.0,320,6632.563594
46.0,456,6639.104357
313.0,731,6649.597644
13.0,327,6654.250324
5.0,341,6659.177866
3.0,218,6662.194718
2.0,183,6664.791392
7.0,383,6670.174218
39.0,486,6677.047506
2.0,184,6679.701675
8.0,300,6684.032458
6.0,380,6689.48799
8.0,293,6693.7197
8.0,435,6700.019169
20.0,434,6706.356953
44.0,418,6712.394193
