# {"t_start": 1541657710.450923, "env_id": "BreakoutNoFrameskip-v4"} 
r,l,t
3.0,298,13.163515
0.0,159,15.559469
3.0,284,19.951713
2.0,233,23.549443
0.0,129,25.542349
0.0,135,27.656134
0.0,147,29.87564
2.0,196,32.870985
0.0,138,34.903121
0.0,137,36.942189
0.0,127,38.783051
0.0,128,40.730737
0.0,150,42.970228
1.0,172,45.548578
1.0,188,48.355556
7.0,333,53.329814
0.0,137,55.354177
1.0,178,57.982257
0.0,139,60.071931
9.0,387,65.879421
2.0,208,68.966336
5.0,355,74.296554
2.0,226,77.637651
2.0,208,80.667111
2.0,214,83.924951
1.0,185,86.931742
0.0,130,88.86613
0.0,130,90.811667
0.0,147,93.007681
2.0,190,95.879652
3.0,225,99.258973
3.0,231,102.741944
4.0,324,107.607458
0.0,133,109.620949
3.0,286,113.906608
2.0,224,117.293922
4.0,276,121.424907
0.0,142,123.510698
0.0,128,125.437127
0.0,144,127.595188
2.0,221,130.918588
0.0,150,133.208536
2.0,235,136.756325
1.0,184,139.493392
1.0,163,141.805479
1.0,169,144.305874
2.0,209,147.463226
0.0,134,149.471957
2.0,235,152.941645
1.0,174,155.512078
0.0,147,157.727611
0.0,129,159.671469
1.0,162,162.097045
0.0,132,164.064634
1.0,161,166.481331
0.0,126,168.387771
0.0,138,170.433985
0.0,133,172.448476
0.0,127,174.369383
0.0,131,176.303614
1.0,162,178.695824
0.0,133,180.723737
0.0,149,182.936736
3.0,252,186.696804
3.0,272,190.778198
5.0,364,196.187419
2.0,219,199.502953
0.0,146,201.73136
0.0,135,203.835348
0.0,129,205.819149
4.0,290,210.118672
2.0,218,213.254325
3.0,258,216.929777
2.0,215,220.484715
0.0,133,223.028484
0.0,131,225.251173
2.0,210,228.629286
4.0,294,233.088172
9.0,421,239.196657
2.0,218,242.405005
2.0,205,245.6616
5.0,358,251.09273
2.0,205,254.074686
0.0,147,256.276454
0.0,129,258.170681
0.0,133,260.181271
5.0,363,265.495059
9.0,415,272.239399
2.0,199,275.111762
0.0,123,276.91309
0.0,145,279.007481
0.0,129,281.206225
0.0,134,283.478722
4.0,276,287.617888
0.0,133,289.563042
2.0,213,292.68424
5.0,356,297.957376
2.0,204,301.094287
2.0,202,304.063451
0.0,130,306.12251
2.0,209,309.146915
0.0,130,311.022717
2.0,198,313.987901
0.0,142,316.267252
0.0,137,318.348468
4.0,305,323.036868
0.0,135,325.043018
0.0,132,327.029025
0.0,124,328.83536
0.0,129,330.75618
4.0,299,335.245827
0.0,129,337.162549
0.0,133,339.080089
0.0,127,340.923328
0.0,125,342.889839
2.0,204,345.942095
3.0,251,349.635487
0.0,124,351.697935
0.0,132,353.845348
10.0,434,360.291986
5.0,336,365.248318
0.0,126,367.055206
2.0,211,370.293481
10.0,449,376.829077
2.0,208,379.931808
0.0,139,381.998551
4.0,313,386.537506
2.0,223,389.779584
0.0,131,391.77886
2.0,200,394.8003
5.0,354,400.295708
3.0,249,404.170989
2.0,202,407.447302
1.0,176,410.020116
1.0,152,412.241064
1.0,171,414.75688
0.0,123,416.563388
2.0,204,419.53397
0.0,131,421.432032
5.0,349,426.913116
0.0,124,428.8096
0.0,144,431.139195
0.0,135,433.310164
2.0,200,436.744611
0.0,136,438.795213
8.0,378,444.254968
1.0,182,446.933412
0.0,128,448.809323
2.0,197,452.165228
0.0,124,453.976102
3.0,244,457.549862
2.0,208,467.582694
0.0,130,469.596278
4.0,310,474.306015
9.0,392,480.709734
6.0,384,486.57428
3.0,248,490.194654
1.0,182,492.900455
1.0,180,495.455729
2.0,184,498.146566
5.0,351,503.169049
1.0,163,505.577171
1.0,180,508.149006
2.0,194,510.961555
3.0,248,514.527929
5.0,353,520.283338
2.0,209,523.750046
3.0,253,534.548491
2.0,207,537.624173
5.0,353,542.801395
3.0,246,546.416866
0.0,131,548.325455
0.0,122,550.089079
0.0,128,551.933017
1.0,159,554.209591
1.0,157,557.27176
1.0,157,559.790374
0.0,130,562.003089
2.0,210,565.149554
2.0,204,568.103506
2.0,225,571.462787
14.0,625,587.903013
4.0,303,592.297947
2.0,182,594.971667
0.0,135,596.915772
3.0,213,600.302336
0.0,135,602.456287
2.0,202,610.11932
0.0,137,614.509027
2.0,205,619.192518
2.0,207,624.047887
9.0,401,634.797565
1.0,166,639.069178
1.0,168,642.979555
4.0,306,650.225511
2.0,244,656.34345
1.0,156,660.231068
4.0,329,668.246593
0.0,125,671.30669
1.0,180,675.590705
4.0,286,682.393778
5.0,359,690.910051
4.0,272,697.226573
1.0,164,701.05869
4.0,330,708.789757
4.0,302,715.935658
5.0,329,723.486015
2.0,199,727.933598
2.0,186,732.328359
5.0,355,740.550916
3.0,260,746.661426
3.0,275,753.065908
3.0,254,758.932333
0.0,132,762.070766
3.0,273,768.364128
1.0,160,772.098005
0.0,131,775.16407
3.0,250,780.869842
1.0,159,784.524011
2.0,204,789.171209
5.0,326,796.739521
1.0,155,800.20274
6.0,401,809.599673
2.0,186,813.898138
3.0,213,818.797326
0.0,143,822.269636
2.0,192,826.737616
1.0,159,830.340656
5.0,359,838.602506
4.0,301,845.653497
4.0,299,852.602539
4.0,330,860.327033
3.0,246,865.923586
3.0,266,872.096936
3.0,239,877.597166
2.0,237,883.148013
3.0,249,888.954953
4.0,296,895.76011
2.0,185,900.091554
0.0,135,903.261296
4.0,320,910.758303
2.0,199,915.315526
9.0,403,924.944573
10.0,432,935.354059
0.0,125,938.540691
4.0,299,945.981061
2.0,187,950.446995
2.0,212,955.503753
2.0,230,960.976323
3.0,233,966.493074
10.0,426,976.406799
3.0,232,981.815072
2.0,204,986.488785
3.0,248,992.242336
1.0,154,995.840061
11.0,477,1007.075308
3.0,249,1012.840023
3.0,222,1018.005944
11.0,479,1029.137741
6.0,407,1038.608084
2.0,199,1043.222417
6.0,394,1052.392098
9.0,406,1061.641114
4.0,302,1068.685693
1.0,174,1072.642958
2.0,185,1076.946533
3.0,247,1082.687565
3.0,215,1087.661321
2.0,226,1092.871749
2.0,217,1097.875953
9.0,401,1107.260719
5.0,351,1115.353127
7.0,406,1124.881766
5.0,328,1132.504736
6.0,408,1142.050218
3.0,224,1147.323216
5.0,306,1154.358402
4.0,298,1161.296415
5.0,328,1168.875209
3.0,234,1174.3077
0.0,130,1177.341485
3.0,233,1182.673517
7.0,321,1190.180527
1.0,160,1193.876018
9.0,410,1203.552002
5.0,352,1211.694949
4.0,298,1218.703997
4.0,295,1225.538934
4.0,262,1231.585473
5.0,353,1239.871969
3.0,255,1245.872734
3.0,218,1250.970038
3.0,231,1256.411565
3.0,219,1261.615656
2.0,183,1265.897967
9.0,401,1275.240257
4.0,267,1281.463508
4.0,283,1287.871158
4.0,297,1294.674808
7.0,453,1305.175516
4.0,285,1311.701178
6.0,377,1320.395502
9.0,351,1328.536797
4.0,263,1334.535939
1.0,160,1338.290724
4.0,276,1344.643608
3.0,230,1350.037387
6.0,343,1357.964912
5.0,370,1366.38634
3.0,258,1372.249214
4.0,275,1378.458045
6.0,357,1386.731954
7.0,413,1396.189145
3.0,231,1401.51323
6.0,358,1409.747112
6.0,337,1417.581632
5.0,296,1424.546898
6.0,373,1433.655785
3.0,212,1438.709898
5.0,353,1447.260613
11.0,500,1459.53399
4.0,246,1465.323853
10.0,333,1473.016958
13.0,353,1481.199646
4.0,265,1487.435525
12.0,486,1498.966359
3.0,235,1504.496047
10.0,365,1512.826855
7.0,399,1522.080264
6.0,336,1529.796502
3.0,212,1534.793191
2.0,200,1539.518747
7.0,377,1548.223371
5.0,328,1555.794314
5.0,332,1563.493677
3.0,234,1568.980158
3.0,256,1574.911945
3.0,212,1579.831179
6.0,394,1589.043718
6.0,384,1597.906032
2.0,206,1602.675527
6.0,348,1610.606703
6.0,319,1618.022206
7.0,387,1626.916463
14.0,482,1638.185308
6.0,323,1645.581908
6.0,343,1653.530657
13.0,338,1661.156782
13.0,334,1668.868826
4.0,239,1674.282798
6.0,323,1681.789575
10.0,374,1690.385688
8.0,350,1698.460532
11.0,475,1709.338711
11.0,285,1715.939813
11.0,265,1721.987687
7.0,382,1730.818135
5.0,308,1737.948342
5.0,269,1744.286095
7.0,425,1754.32711
4.0,241,1759.771887
6.0,351,1767.755971
3.0,230,1773.004726
17.0,537,1785.288851
6.0,357,1793.547589
10.0,372,1802.203226
10.0,374,1810.993178
5.0,274,1817.485207
3.0,210,1822.27408
8.0,386,1831.154033
7.0,453,1841.748012
10.0,369,1850.320289
17.0,479,1861.30566
8.0,439,1871.35023
11.0,402,1880.518969
11.0,267,1886.522817
9.0,477,1897.473145
5.0,267,1903.505572
5.0,318,1910.782667
9.0,484,1921.790189
8.0,277,1928.166254
18.0,523,1940.085934
11.0,387,1949.037693
8.0,279,1955.500687
9.0,395,1964.444175
8.0,281,1970.973017
6.0,358,1979.090839
39.0,549,1991.393649
5.0,346,1999.385692
8.0,275,2006.47439
7.0,247,2012.666921
5.0,332,2020.676587
19.0,567,2034.059974
9.0,323,2041.290378
6.0,338,2049.170892
6.0,318,2056.687733
3.0,252,2063.415066
12.0,480,2074.927354
8.0,429,2085.204354
8.0,402,2095.222916
5.0,312,2102.907859
15.0,380,2112.369027
6.0,324,2120.212434
8.0,460,2131.134898
32.0,508,2144.23071
16.0,460,2155.4203
15.0,400,2166.101462
3.0,209,2171.005345
11.0,547,2184.145632
22.0,394,2193.876637
7.0,364,2202.416138
12.0,326,2210.167081
9.0,444,2220.776719
5.0,287,2227.697203
18.0,408,2237.707784
30.0,463,2249.855138
2.0,183,2254.215001
11.0,393,2263.488816
6.0,357,2271.972855
11.0,388,2281.378009
4.0,278,2287.953153
6.0,383,2297.040792
10.0,471,2308.190777
10.0,435,2318.822458
7.0,250,2324.936266
9.0,365,2333.705442
10.0,537,2346.473779
16.0,464,2357.849622
9.0,458,2370.465369
10.0,459,2381.363729
14.0,608,2396.678275
7.0,423,2406.588768
4.0,259,2412.635767
4.0,284,2419.208632
9.0,481,2430.312489
6.0,375,2439.888969
9.0,319,2448.367996
8.0,388,2458.93282
12.0,297,2465.979298
7.0,389,2475.300896
11.0,434,2485.596055
20.0,418,2495.916548
5.0,350,2505.034995
9.0,435,2515.3033
17.0,355,2523.867618
3.0,214,2528.827068
5.0,288,2535.738694
10.0,343,2544.745735
7.0,357,2554.389924
7.0,410,2565.145537
6.0,342,2574.280869
12.0,432,2584.857499
11.0,392,2594.436533
9.0,405,2604.09529
8.0,288,2610.98443
8.0,354,2619.680667
18.0,453,2630.730811
5.0,293,2637.935323
20.0,322,2645.743091
10.0,455,2656.80201
9.0,408,2666.709933
9.0,409,2676.647379
9.0,420,2686.770739
3.0,260,2693.132925
15.0,393,2703.123015
